"Sending Domain","Date","DateGroup","Sent","Delivered","Opens","Clicks","Unsubscribes","Disabled","Revenue","Complaints","Blocks","Hard Bounces","Soft Bounces","Raw Opens","Raw Clicks","Raw Unsubscribes","Raw Complaints","Raw Disabled"
"careerisland.net","2026-01-16","01/16","376384","376276","154874","2799","3469","101","447.96280143782","2695","7","3","98","208557","4077","4172","2695","101"
"jumbucks.net","2025-11-15","11/15","376097","376092","174425","2934","2252","5","375.3634009962","1028","0","3","2","229526","5036","2388","1028","5"
"jobcanyon.net","2026-01-19","01/19","376087","376083","190830","3617","4253","4","574.05130152777","2096","0","3","1","261552","5339","4433","2096","4"
"careerisland.net","2026-01-11","01/11","376150","376054","160440","2785","3044","94","475.2366004549","2306","2","3","91","212623","4379","3183","2306","94"
"jipijapa.net","2025-11-13","11/13","376036","376034","175363","3293","3242","2","562.92910130601","1039","0","2","0","238272","5089","3379","1039","2"
"jumbucks.net","2025-11-14","11/14","376038","376033","178375","3247","2865","5","431.48660077248","0","0","1","4","239319","5118","3430","0","5"
"jobuliet.net","2026-01-14","01/14","375924","375919","155897","3979","3508","5","568.01790193282","1700","0","4","1","213218","6079","3659","1700","5"
"jobuliet.net","2026-01-12","01/12","375912","375908","160031","3978","3215","4","585.50250131451","1704","0","3","1","221386","5990","3375","1704","4"
"us2.jbe.best-jobs-online.com","2025-12-15","12/15","375956","375897","84796","2214","2122","59","317.75899941288","0","0","59","0","113670","3404","2185","0","59"
"drabneedle.com","2026-01-03","01/03","375842","375841","172513","2411","3358","1","434.31050113775","1644","0","1","0","226908","3937","3657","1644","1"
"pizzazzy.net","2025-12-21","12/21","375817","375813","95606","2505","2654","4","375.11899952637","2660","0","4","0","124438","4117","2811","2660","4"
"drabneedle.com","2026-01-07","01/07","375781","375776","178158","2981","4158","5","499.08220329694","0","0","2","3","241400","4369","4361","0","5"
"jobcanyon.net","2026-01-18","01/18","375697","375686","182423","3352","3462","11","506.39000117406","1737","0","8","3","243799","5359","3684","1737","11"
"drabneedle.com","2026-01-15","01/15","375494","375489","175065","3082","3904","5","519.46700100368","3004","0","2","3","234990","4597","4072","3004","5"
"us3.jbe.best-jobs-online.com","2025-12-15","12/15","375409","375409","95225","2675","1863","0","389.54669941217","0","0","0","0","129345","4024","1915","0","0"
"jumbucks.net","2025-12-10","12/10","375419","375406","131662","3801","3252","13","559.74200108182","1684","0","5","8","179427","6089","3522","1684","13"
"jipijapa.net","2025-11-11","11/11","375360","375356","175085","3262","3228","4","579.45830119029","1023","0","4","0","237609","5102","3361","1023","4"
"tablemountainjobs.com","2025-12-16","12/16","375331","375327","143676","3073","2580","4","471.20790097723","0","0","4","0","197226","4810","2817","0","4"
"pupicornjobs.com","2025-12-24","12/24","375313","375307","138904","2800","2014","6","401.08869852638","1030","0","4","2","182588","4519","2123","1030","6"
"drabneedle.com","2025-12-29","12/29","375286","375283","177998","2444","3384","3","379.84700054489","1327","0","2","1","240234","3497","3529","1327","3"
"drabneedle.com","2026-01-04","01/04","375257","375255","174276","2585","3278","2","476.15560079738","1308","0","0","2","230297","4163","3550","1308","2"
"us2.jbe.best-jobs-online.com","2025-12-16","12/16","376098","375247","110355","2190","1791","66","326.84729840606","0","785","51","15","143524","3410","1853","0","66"
"jipijapa.net","2025-12-30","12/30","375140","375137","119946","3199","3001","3","470.2974997554","1683","0","2","1","160923","5132","3136","1683","3"
"jipijapa.net","2025-11-09","11/09","375040","375036","170316","2810","2833","4","467.81690261513","1040","0","3","1","225444","4435","2981","1040","4"
"jumbucks.net","2025-12-04","12/04","375044","375031","124869","3681","2968","13","565.44630053965","0","0","3","10","169901","5750","3212","0","13"
"drabneedle.com","2026-01-02","01/02","375014","375013","178423","2634","3347","1","448.72439904511","1318","0","1","0","239319","4040","4004","1318","1"
"jumbucks.net","2025-12-05","12/05","374968","374960","126112","3440","2717","8","502.2963998504","1359","0","3","5","170296","5478","2972","1359","8"
"jobgrizzly.com","2025-11-20","11/20","374930","374928","187718","3335","3681","2","504.17640015762","1338","0","2","0","254743","5366","3850","1338","2"
"jobgrizzly.com","2025-11-16","11/16","374908","374904","196565","2917","2937","4","408.20440085791","0","0","3","1","258740","4721","3113","0","4"
"jipijapa.net","2025-12-21","12/21","374861","374858","159599","2690","2703","3","400.14060018398","674","0","3","0","212062","4505","2850","674","3"
"us.jbe.best-jobs-online.com","2025-12-15","12/15","374674","374637","84751","2256","2081","37","314.05809804425","0","0","35","2","114028","3489","2123","0","37"
"pupicornjobs.com","2025-12-25","12/25","374602","374598","137718","2566","1938","4","375.17659816146","1027","0","2","2","178708","4350","2080","1027","4"
"pizzazzy.net","2026-02-09","02/09","374600","374595","189344","3710","4340","5","462.00780200539","0","0","3","2","261732","5628","4552","0","5"
"jumbucks.net","2025-12-06","12/06","374579","374570","120844","3003","2311","9","459.36979931919","0","0","4","5","159858","5716","2604","0","9"
"jobuliet.net","2026-01-13","01/13","374296","374289","158513","4006","3427","7","581.06370203197","2056","0","5","2","216577","6118","3584","2056","7"
"jobcanyon.net","2026-01-22","01/22","374293","374288","176363","3306","3906","5","523.11190097407","2471","0","4","1","242979","5147","4080","2471","5"
"drabneedle.com","2026-02-10","02/10","374196","374193","176605","2727","3591","3","400.58980238717","0","0","2","1","242155","4007","3775","0","3"
"pupicornjobs.com","2026-01-19","01/19","374160","374154","107026","4436","3195","6","455.51370124007","2368","0","3","3","149848","6672","3371","2368","6"
"jobgrizzly.com","2025-11-19","11/19","374107","374104","201422","3385","3965","3","501.14280035999","1663","0","2","1","272561","5446","4156","1663","3"
"ourjob.net","2025-12-21","12/21","373904","373902","120437","2958","2125","2","446.14749830961","1307","0","1","1","159956","4927","2273","1307","2"
"jobgrizzly.com","2025-11-24","11/24","373885","373882","190005","3280","3390","3","455.43119975645","2356","0","1","2","259566","5028","3547","2356","3"
"careerisland.net","2026-01-18","01/18","373989","373865","153017","2640","2993","119","446.67330123484","2302","5","11","108","202986","4144","3150","2302","119"
"jobcanyon.net","2026-01-17","01/17","373712","373709","179437","3069","3362","3","475.23840153031","1737","0","1","2","238948","4947","3540","1737","3"
"jobgrizzly.com","2025-11-18","11/18","373704","373702","207197","3632","3804","2","533.73510081042","1325","0","1","1","280052","5577","4047","1325","2"
"drabneedle.com","2026-01-05","01/05","373705","373702","185259","2966","3609","3","520.82140083052","1661","0","1","2","252987","4354","3820","1661","3"
"jumbucks.net","2025-12-08","12/08","373629","373621","133269","3732","3030","8","557.04279966792","1345","0","8","0","182765","5803","3298","1345","8"
"jumbucks.net","2025-11-10","11/10","373620","373613","190579","3575","3168","7","482.98420001799","1322","0","3","4","259708","5389","3297","1322","7"
"jumbucks.net","2025-11-13","11/13","373602","373596","183103","3696","3064","6","492.94440022111","1022","0","4","2","248297","5878","3362","1022","6"
"jobuliet.net","2026-01-10","01/10","373510","373508","131287","3071","2615","2","446.45720139891","1715","0","2","0","174499","5131","2745","1715","2"
"drabneedle.com","2026-01-11","01/11","373489","373482","176561","2840","3127","7","480.21120077185","1933","0","4","3","233334","4454","3295","1933","7"
"jobuliet.net","2026-01-17","01/17","373472","373469","142969","3212","2627","3","503.03149845079","2019","0","3","0","189012","5462","2745","2019","3"
"jumbucks.net","2025-12-07","12/07","373431","373419","123371","3180","2760","12","471.70280224923","1354","0","5","7","163611","5225","3013","1354","12"
"jumbucks.net","2025-11-18","11/18","373402","373394","184665","3796","3537","8","475.23919975106","1033","0","2","6","252645","6090","3731","1033","8"
"pupicornjobs.com","2025-12-26","12/26","373381","373381","143167","3248","2654","0","454.23649915587","1403","0","0","0","192926","5208","2785","1403","0"
"jumbucks.net","2025-12-12","12/12","373379","373368","124494","3562","2486","11","513.88930074079","1672","0","8","3","167399","5746","2787","1672","11"
"jobgrizzly.com","2025-12-10","12/10","373316","373315","107748","3296","2990","1","531.8570004832","985","0","1","0","146612","5149","3132","985","1"
"careerisland.net","2026-01-15","01/15","373389","373298","159697","2886","3572","89","487.1940019764","2352","2","3","86","215301","4330","4624","2352","89"
"jobuliet.net","2026-01-15","01/15","373149","373147","154387","3762","2860","2","542.3422018229","1373","0","0","2","210460","5753","3007","1373","2"
"ourjob.net","2025-12-23","12/23","373147","373146","121488","2810","2040","1","436.59719940927","1294","0","1","0","163399","4431","2172","1294","1"
"jipijapa.net","2025-12-25","12/25","373087","373082","111785","2184","1701","5","347.81839948241","673","0","3","2","145725","3680","1779","673","5"
"jobcanyon.net","2026-01-16","01/16","373047","373043","181972","3343","3782","4","531.42460179701","2417","0","1","3","245364","5159","3971","2417","4"
"careerisland.net","2026-01-20","01/20","373164","373041","163031","2973","3531","121","493.30830197968","2377","2","6","115","222029","4429","3745","2377","121"
"jobcanyon.net","2025-12-21","12/21","372696","372693","152055","2754","2691","3","434.72010011552","2018","0","3","0","198900","4402","2851","2018","3"
"careerisland.net","2026-01-22","01/22","372785","372689","157162","2883","3588","90","473.16040198505","2385","6","4","86","213757","4440","3733","2385","90"
"winklepickertwins.com","2025-12-20","12/20","372655","372648","162201","2895","2460","7","389.53149925079","0","0","6","1","214033","4867","2587","0","7"
"jobgrizzly.com","2025-11-15","11/15","372645","372644","191311","2719","2698","1","400.82690221164","997","0","1","0","251149","4520","2955","997","1"
"jobgrizzly.com","2025-12-09","12/09","372533","372531","110277","3433","2541","2","560.8764006854","0","0","1","1","149103","5413","2693","0","2"
"pupicornjobs.com","2026-01-26","01/26","372501","372498","118659","4694","3354","3","512.245000917","1694","0","1","2","164194","7348","3511","1694","3"
"ourjob.net","2025-12-22","12/22","372373","372369","125904","3144","2033","4","493.44629893079","1310","0","2","2","171485","4863","2151","1310","4"
"jobuliet.net","2026-02-09","02/09","372294","372290","162828","3836","3302","4","519.19160149433","0","0","3","1","226941","5835","3451","0","4"
"jumbucks.net","2025-12-11","12/11","371682","371676","129770","3748","2925","6","501.96739985375","0","0","4","2","176511","5854","3181","0","6"
"adoptjobs.net","2025-12-07","12/07","371618","371501","97911","2560","2102","114","448.09020257136","2715","3","2","112","130726","4094","2249","2715","114"
"jipijapa.net","2025-12-24","12/24","371416","371416","110084","2360","2109","0","376.31829926558","1358","0","0","0","144315","3937","2327","1358","0"
"jobgrizzly.com","2025-11-12","11/12","371280","371277","194943","3414","3339","3","532.65229888167","0","0","3","0","266531","5390","3483","0","3"
"adoptjobs.net","2025-12-08","12/08","371233","371134","102678","2944","2772","96","520.31880019326","3034","3","1","95","142149","4495","2978","3034","96"
"jobgrizzly.com","2025-11-13","11/13","371046","371044","187513","3080","3301","2","468.4223996019","976","0","1","1","254732","4809","3496","976","2"
"drabneedle.com","2026-01-14","01/14","371035","371028","169635","2805","3565","7","423.51040075906","2308","0","3","4","231288","4228","3720","2308","7"
"pupicornjobs.com","2026-01-02","01/02","370926","370921","152477","3859","3153","5","485.68489916949","1355","0","2","3","206274","5965","3295","1355","5"
"adoptjobs.net","2025-12-10","12/10","370960","370873","102114","2857","2974","84","496.02200146019","3042","3","3","81","139937","4371","3102","3042","84"
"pizzazzy.net","2026-02-08","02/08","370713","370712","170054","2981","3605","1","416.14200092806","1383","0","1","0","225439","4936","3771","1383","1"
"jipijapa.net","2025-12-22","12/22","370686","370678","165336","2928","2708","8","476.18379845284","673","0","5","3","225983","4439","2812","673","8"
"jobcomfortable.com","2025-12-17","12/17","370934","370650","112907","2837","2209","161","393.74259882793","977","123","3","158","159720","4548","2444","977","161"
"jobuliet.net","2026-02-07","02/07","370562","370560","146012","3148","2684","2","441.98570175935","1314","0","1","1","194906","5514","2823","1314","2"
"adoptjobs.net","2025-12-06","12/06","370584","370473","96851","2488","2214","108","426.02670122683","0","3","3","105","129480","4167","2350","0","108"
"jumbucks.net","2025-12-09","12/09","370417","370406","130786","3734","2724","11","550.51789898286","0","0","5","6","178644","6020","2995","0","11"
"careerisland.net","2026-01-12","01/12","370489","370384","150692","2646","3317","100","483.73960188776","2621","5","1","99","208551","4055","3521","2621","100"
"pupicornjobs.com","2026-01-15","01/15","370309","370301","120113","4600","3473","8","542.3357018074","2016","0","4","4","166415","7137","3663","2016","8"
