"Sending Domain","Date","DateGroup","Sent","Delivered","Opens","Clicks","Unsubscribes","Disabled","Revenue","Complaints","Blocks","Hard Bounces","Soft Bounces","Raw Opens","Raw Clicks","Raw Unsubscribes","Raw Complaints","Raw Disabled"
"jobnarwhal.com","2025-11-26","11/26","0","","68","0","0","0","0","0","0","0","0","73","1","0","0","0"
"jobpuma.com","2025-11-26","11/26","0","","92","0","0","0","0","0","0","0","0","92","0","0","0","0"
"jobscentral.co.uk","2025-11-26","11/26","0","","6","0","0","0","0","0","0","0","0","11","0","0","0","0"
"jobseverywhere.net","2025-11-26","11/26","0","","5","0","0","0","0","0","0","0","0","6","1","0","0","0"
"jobsflagcareer.net","2025-11-26","11/26","0","","2","0","0","0","0","0","0","0","0","2","0","0","0","0"
"jobsflagger.com","2025-11-26","11/26","0","","6","0","0","0","0","0","0","0","0","6","0","0","0","0"
"jobstorm.net","2025-11-26","11/26","0","","16","0","0","0","0","0","0","0","0","17","0","0","0","0"
"jobupon.com","2025-11-26","11/26","0","","4","0","0","0","0","0","0","0","0","4","0","0","0","0"
"lifeworkbalance.net","2025-11-26","11/26","0","","4","0","0","0","0","0","0","0","0","5","0","0","0","0"
"localclassifieds-online.com","2025-11-26","11/26","0","","15","0","0","0","0","0","0","0","0","15","0","0","0","0"
"nojoballama.com","2025-11-26","11/26","0","","82","2","1","0","0.026000000536442","0","0","0","0","115","2","2","0","0"
"openingopportunity.net","2025-11-26","11/26","0","","24","0","0","0","0","0","0","0","0","25","0","0","0","0"
"pastimeemployment.com","2025-11-26","11/26","0","","1","0","0","0","0","0","0","0","0","6","0","0","0","0"
"pijobs.net","2025-11-26","11/26","0","","70","0","0","0","0","0","0","0","0","97","0","0","0","0"
"propercareers.com","2025-11-26","11/26","0","","25","3","1","0","0.014999999664724","0","0","0","0","33","6","2","0","0"
"recordsjobs.com","2025-11-26","11/26","0","","27","0","0","0","0","0","0","0","0","32","0","0","0","0"
"retailcareersearch.com","2025-11-26","11/26","0","","9","0","0","0","0","0","0","0","0","13","1","0","0","0"
"sanandk.com","2025-11-26","11/26","0","","41","0","2","0","0","0","0","0","0","59","1","5","0","0"
"workgreat.net","2025-11-26","11/26","0","","3","0","0","0","0","0","0","0","0","5","0","0","0","0"
"zombiecareers.com","2025-11-26","11/26","0","","175","5","4","0","0.028599998913705","0","0","0","0","233","8","8","0","0"
"","2025-11-27","11/27","0","","0","0","0","0","338.09090071172","0","0","0","0","0","0","0","0","0"
"ajobtho.com","2025-11-27","11/27","0","","29","2","0","0","0.096000004559755","0","0","0","0","31","6","0","0","0"
"alljobnow.com","2025-11-27","11/27","0","","21","1","0","0","0","0","0","0","0","25","1","0","0","0"
"arzolo.com","2025-11-27","11/27","0","","4","0","0","0","0","0","0","0","0","4","0","0","0","0"
"australiajobconnection.com","2025-11-27","11/27","0","","2","0","0","0","0","0","0","0","0","2","0","0","0","0"
"avossi.com","2025-11-27","11/27","0","","68","0","0","0","0","0","0","0","0","71","0","0","0","0"
"capetownjobsplus.com","2025-11-27","11/27","0","","35","1","0","0","0.019999999552965","0","0","0","0","39","2","0","0","0"
"careerchivy.com","2025-11-27","11/27","0","","70","1","0","0","0","0","0","0","0","98","3","0","0","0"
"careerhumor.net","2025-11-27","11/27","0","","26","0","0","0","0","0","0","0","0","37","0","0","0","0"
"careermermaid.com","2025-11-27","11/27","0","","10","0","0","0","0","0","0","0","0","13","0","0","0","0"
"chicagocareersonline.net","2025-11-27","11/27","0","","2","0","0","0","0","0","0","0","0","2","0","0","0","0"
"conclusivecareers.com","2025-11-27","11/27","0","","44","0","1","0","0","0","0","0","0","50","0","2","0","0"
"employmentalerts.co.uk","2025-11-27","11/27","0","","1","0","0","0","0","0","0","0","0","3","0","0","0","0"
"jobattraction.net","2025-11-27","11/27","0","","10","0","1","0","0","0","0","0","0","11","0","1","0","0"
"jobdrawer.com","2025-11-27","11/27","0","","4","0","0","0","0","0","0","0","0","4","0","0","0","0"
"jobhuntnow.com","2025-11-27","11/27","0","","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"jobnarwhal.com","2025-11-27","11/27","0","","60","1","1","0","0.035799998790026","0","0","0","0","72","6","2","0","0"
"jobpuma.com","2025-11-27","11/27","0","","69","0","0","0","0","0","0","0","0","69","0","0","0","0"
"jobscentral.co.uk","2025-11-27","11/27","0","","28","0","0","0","0","0","0","0","0","33","0","0","0","0"
"jobseverywhere.net","2025-11-27","11/27","0","","7","0","0","0","0","0","0","0","0","10","0","0","0","0"
"jobsflagcareer.net","2025-11-27","11/27","0","","7","0","0","0","0","0","0","0","0","8","0","0","0","0"
"jobsflagger.com","2025-11-27","11/27","0","","4","0","0","0","0","0","0","0","0","4","0","0","0","0"
"jobstorm.net","2025-11-27","11/27","0","","19","0","1","0","0","0","0","0","0","23","0","2","0","0"
"localclassifieds-online.com","2025-11-27","11/27","0","","5","0","0","0","0","0","0","0","0","5","0","0","0","0"
"midtopcareer.net","2025-11-27","11/27","0","","1","0","0","0","0","0","0","0","0","3","0","0","0","0"
"mind-blowingstarjobs.com","2025-11-27","11/27","0","","1","0","0","0","0","0","0","0","0","2","0","0","0","0"
"nojoballama.com","2025-11-27","11/27","0","","79","2","1","0","0.08840000629425","0","0","0","0","117","6","2","0","0"
"openingopportunity.net","2025-11-27","11/27","0","","36","0","0","0","0","0","0","0","0","39","0","0","0","0"
"pastimeemployment.com","2025-11-27","11/27","0","","5","1","0","0","0.068400003015995","0","0","0","0","6","2","0","0","0"
"pijobs.net","2025-11-27","11/27","0","","184","0","2","0","0","0","0","0","0","215","0","3","0","0"
"projectundertaking.net","2025-11-27","11/27","0","","4","0","0","0","0","0","0","0","0","7","0","0","0","0"
"propercareers.com","2025-11-27","11/27","0","","42","0","11","0","0","0","0","0","0","47","0","26","0","0"
"recordsjobs.com","2025-11-27","11/27","0","","46","0","0","0","0","0","0","0","0","46","0","0","0","0"
"retailcareersearch.com","2025-11-27","11/27","0","","32","0","0","0","0","0","0","0","0","34","0","0","0","0"
"sanandk.com","2025-11-27","11/27","0","","122","1","0","0","0.019999999552965","0","0","0","0","136","2","0","0","0"
"zombiecareers.com","2025-11-27","11/27","0","","150","7","0","0","0.072900000959635","0","0","0","0","212","8","0","0","0"
"","2025-11-28","11/28","0","","0","0","0","0","480.52019549906","0","0","0","0","0","0","0","0","0"
"ajobtho.com","2025-11-28","11/28","0","","52","5","0","0","0.035399999469519","0","0","0","0","76","6","0","0","0"
"alljobnow.com","2025-11-28","11/28","0","","18","1","0","0","0","0","0","0","0","23","2","0","0","0"
"arzolo.com","2025-11-28","11/28","0","","6","0","1","0","0","0","0","0","0","12","0","2","0","0"
"avossi.com","2025-11-28","11/28","0","","41","0","1","0","0","0","0","0","0","44","0","2","0","0"
"capetownjobsplus.com","2025-11-28","11/28","0","","17","1","3","0","0","0","0","0","0","24","2","3","0","0"
"careerchivy.com","2025-11-28","11/28","0","","124","1","6","0","0","0","0","0","0","141","7","10","0","0"
"careerhumor.net","2025-11-28","11/28","0","","18","0","0","0","0","0","0","0","0","26","0","0","0","0"
"careermermaid.com","2025-11-28","11/28","0","","12","1","0","0","0.18860000371933","0","0","0","0","14","3","0","0","0"
"conclusivecareers.com","2025-11-28","11/28","0","","39","0","9","0","0","0","0","0","0","53","0","18","0","0"
"employmentalerts.co.uk","2025-11-28","11/28","0","","2","0","0","0","0","0","0","0","0","3","0","0","0","0"
"employmentsea.com","2025-11-28","11/28","0","","1","0","0","0","0","0","0","0","0","2","0","0","0","0"
"hobbyjobsau.com","2025-11-28","11/28","0","","11","0","0","0","0","0","0","0","0","12","0","0","0","0"
"jobattraction.net","2025-11-28","11/28","0","","5","0","0","0","0","0","0","0","0","5","0","0","0","0"
"jobcredit.net","2025-11-28","11/28","0","","4","0","0","0","0","0","0","0","0","4","0","0","0","0"
"jobhuntnow.com","2025-11-28","11/28","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"jobnarwhal.com","2025-11-28","11/28","0","","74","0","0","0","0","0","0","0","0","94","2","0","0","0"
"jobpuma.com","2025-11-28","11/28","0","","40","0","0","0","0","0","0","0","0","40","0","0","0","0"
"jobscentral.co.uk","2025-11-28","11/28","0","","17","0","3","0","0","0","0","0","0","23","0","4","0","0"
"jobseverywhere.net","2025-11-28","11/28","0","","26","0","1","0","0","0","0","0","0","49","0","2","0","0"
"jobsflagger.com","2025-11-28","11/28","0","","8","0","0","0","0","0","0","0","0","9","0","0","0","0"
"jobsmiley.com","2025-11-28","11/28","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"jobstorm.net","2025-11-28","11/28","0","","8","0","0","0","0","0","0","0","0","8","0","0","0","0"
"localclassifieds-online.com","2025-11-28","11/28","0","","6","0","0","0","0","0","0","0","0","6","0","0","0","0"
"nojoballama.com","2025-11-28","11/28","0","","118","5","1","0","0.13579999934882","0","0","0","0","155","7","2","0","0"
"openingopportunity.net","2025-11-28","11/28","0","","66","0","0","0","0","0","0","0","0","124","1","0","0","0"
"pastimeemployment.com","2025-11-28","11/28","0","","2","0","0","0","0","0","0","0","0","2","0","0","0","0"
"pazazzes.net","2025-11-28","11/28","0","","1","0","0","0","0","0","0","0","0","2","0","0","0","0"
"pijobs.net","2025-11-28","11/28","0","","98","0","0","0","0","0","0","0","0","111","0","0","0","0"
"propercareers.com","2025-11-28","11/28","0","","42","0","0","0","0","0","0","0","0","48","0","0","0","0"
"recordsjobs.com","2025-11-28","11/28","0","","3","0","1","0","0","0","0","0","0","7","0","2","0","0"
"retailcareersearch.com","2025-11-28","11/28","0","","22","0","0","0","0","0","0","0","0","28","0","0","0","0"
"sanandk.com","2025-11-28","11/28","0","","69","2","0","0","0.036400001496077","0","0","0","0","87","6","0","0","0"
"workgreat.net","2025-11-28","11/28","0","","2","0","0","0","0","0","0","0","0","3","0","0","0","0"
"zombiecareers.com","2025-11-28","11/28","0","","135","9","8","0","0.28469999972731","0","0","0","0","189","16","16","0","0"
"","2025-11-29","11/29","0","","0","0","0","0","501.89059715718","0","0","0","0","0","0","0","0","0"
"ajobtho.com","2025-11-29","11/29","0","","51","0","4","0","0","0","0","0","0","63","0","8","0","0"
"alljobnow.com","2025-11-29","11/29","0","","8","0","0","0","0","0","0","0","0","8","2","0","0","0"
"americasjobsite.com","2025-11-29","11/29","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"arzolo.com","2025-11-29","11/29","0","","50","0","0","0","0","0","0","0","0","51","0","0","0","0"
"avossi.com","2025-11-29","11/29","0","","31","0","1","0","0","0","0","0","0","31","0","2","0","0"
"becausejobs.com","2025-11-29","11/29","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"capetownjobsplus.com","2025-11-29","11/29","0","","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"careerchivy.com","2025-11-29","11/29","0","","112","0","3","0","0.17000000178814","0","0","0","0","143","6","6","0","0"
"careerhumor.net","2025-11-29","11/29","0","","59","0","0","0","0","0","0","0","0","65","0","0","0","0"
"careermermaid.com","2025-11-29","11/29","0","","49","1","0","0","0.014999999664724","0","0","0","0","52","1","0","0","0"
"chicagocareersonline.net","2025-11-29","11/29","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"conclusivecareers.com","2025-11-29","11/29","0","","37","0","0","0","0","0","0","0","0","51","0","0","0","0"
"employmentsea.com","2025-11-29","11/29","0","","4","0","0","0","0","0","0","0","0","6","0","0","0","0"
"jobattraction.net","2025-11-29","11/29","0","","8","0","0","0","0","0","0","0","0","15","0","0","0","0"
"jobauthenticity.net","2025-11-29","11/29","0","","2","0","0","0","0","0","0","0","0","3","0","0","0","0"
"jobbandit.com","2025-11-29","11/29","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"jobcalling.net","2025-11-29","11/29","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"jobhuntnow.com","2025-11-29","11/29","0","","1","0","0","0","0","0","0","0","0","3","0","0","0","0"
"jobnarwhal.com","2025-11-29","11/29","0","","86","1","0","0","0.15000000596046","0","0","0","0","102","2","0","0","0"
"jobpoodle.com","2025-11-29","11/29","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"jobscentral.co.uk","2025-11-29","11/29","0","","6","0","0","0","0","0","0","0","0","8","0","0","0","0"
"jobscoutdaily.com","2025-11-29","11/29","0","","8","0","0","0","0","0","0","0","0","8","0","0","0","0"
"jobseverywhere.net","2025-11-29","11/29","0","","26","0","0","0","0","0","0","0","0","33","0","0","0","0"
"jobsflagger.com","2025-11-29","11/29","0","","2","0","0","0","0","0","0","0","0","2","1","0","0","0"
"jobstorm.net","2025-11-29","11/29","0","","7","0","0","0","0","0","0","0","0","7","0","0","0","0"
"jobstown.net","2025-11-29","11/29","0","","5","0","0","0","0","0","0","0","0","7","0","0","0","0"
"jobupon.com","2025-11-29","11/29","0","","2","0","0","0","0","0","0","0","0","2","0","0","0","0"
"nojoballama.com","2025-11-29","11/29","0","","69","7","1","0","0.032999999821186","0","0","0","0","81","7","2","0","0"
"openingopportunity.net","2025-11-29","11/29","0","","462","0","0","0","0","0","0","0","0","891","1","0","0","0"
"pastimeemployment.com","2025-11-29","11/29","0","","0","0","0","0","0","0","0","0","0","2","1","0","0","0"
"pijobs.net","2025-11-29","11/29","0","","107","0","1","0","0","0","0","0","0","125","0","2","0","0"
"propercareers.com","2025-11-29","11/29","0","","43","1","2","0","0","0","0","0","0","50","2","4","0","0"
"recordsjobs.com","2025-11-29","11/29","0","","23","0","0","0","0","0","0","0","0","23","0","0","0","0"
"retailcareersearch.com","2025-11-29","11/29","0","","7","0","1","0","0","0","0","0","0","10","0","2","0","0"
"sanandk.com","2025-11-29","11/29","0","","122","0","4","0","0","0","0","0","0","138","0","8","0","0"
"zombiecareers.com","2025-11-29","11/29","0","","121","3","4","0","0.0091000003740191","0","0","0","0","222","4","6","0","0"
"","2025-11-30","11/30","0","","0","0","0","0","626.71759503335","0","0","0","0","0","0","0","0","0"
"ajobtho.com","2025-11-30","11/30","0","","74","2","0","0","0.024299999698997","0","0","0","0","82","3","0","0","0"
"alljobnow.com","2025-11-30","11/30","0","","3","1","1","0","0.019999999552965","0","0","0","0","6","1","2","0","0"
"arzolo.com","2025-11-30","11/30","0","","9","0","0","0","0","0","0","0","0","9","0","0","0","0"
"avossi.com","2025-11-30","11/30","0","","58","0","0","0","0","0","0","0","0","64","1","0","0","0"
"capetownjobsplus.com","2025-11-30","11/30","0","","11","0","0","0","0","0","0","0","0","13","0","0","0","0"
"careerchivy.com","2025-11-30","11/30","0","","174","2","2","0","0.17000000178814","0","0","0","0","221","6","5","0","0"
"careerhumor.net","2025-11-30","11/30","0","","19","0","0","0","0","0","0","0","0","20","15","0","0","0"
"careermermaid.com","2025-11-30","11/30","0","","23","0","3","0","0","0","0","0","0","24","0","6","0","0"
"conclusivecareers.com","2025-11-30","11/30","0","","32","0","0","0","0","0","0","0","0","41","0","0","0","0"
"employermatchonline.com","2025-11-30","11/30","0","","3","0","0","0","0","0","0","0","0","3","0","0","0","0"
"employmentsea.com","2025-11-30","11/30","0","","3","0","0","0","0","0","0","0","0","3","0","0","0","0"
"hobbyjobsau.com","2025-11-30","11/30","0","","1","0","0","0","0","0","0","0","0","2","0","0","0","0"
"jobattraction.net","2025-11-30","11/30","0","","1","0","0","0","0","0","0","0","0","2","1","0","0","0"
"jobauthenticity.net","2025-11-30","11/30","0","","1","0","0","0","0","0","0","0","0","3","0","0","0","0"
"jobbuff.com","2025-11-30","11/30","0","","68","0","1","0","0","0","0","0","0","81","0","1","0","0"
"jobcredit.net","2025-11-30","11/30","0","","5","0","0","0","0","0","0","0","0","5","0","0","0","0"
"jobgals.com","2025-11-30","11/30","0","","16","0","0","0","0","0","0","0","0","26","0","0","0","0"
"jobhuntnow.com","2025-11-30","11/30","0","","10","0","0","0","0","0","0","0","0","13","0","0","0","0"
"jobnarwhal.com","2025-11-30","11/30","0","","72","0","1","0","0","0","0","0","0","80","0","2","0","0"
"jobscentral.co.uk","2025-11-30","11/30","0","","23","0","0","0","0","0","0","0","0","23","0","0","0","0"
"jobseverywhere.net","2025-11-30","11/30","0","","11","0","0","0","0","0","0","0","0","11","0","0","0","0"
"jobsflagger.com","2025-11-30","11/30","0","","1","0","7","0","0","0","0","0","0","1","0","7","0","0"
"jobstorm.net","2025-11-30","11/30","0","","47","0","2","0","0","0","0","0","0","49","0","4","0","0"
"localclassifieds-online.com","2025-11-30","11/30","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"mind-blowingstarjobs.com","2025-11-30","11/30","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"nojoballama.com","2025-11-30","11/30","0","","60","5","0","0","0.041000000201166","0","0","0","0","83","6","0","0","0"
"openingopportunity.net","2025-11-30","11/30","0","","6","0","0","0","0","0","0","0","0","7","0","0","0","0"
"pastimeemployment.com","2025-11-30","11/30","0","","3","0","0","0","0","0","0","0","0","3","0","0","0","0"
"pazazzes.net","2025-11-30","11/30","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"pijobs.net","2025-11-30","11/30","0","","158","0","12","0","0","0","0","0","0","193","0","14","0","0"
"projectundertaking.net","2025-11-30","11/30","0","","3","0","0","0","0","0","0","0","0","3","0","0","0","0"
"recordsjobs.com","2025-11-30","11/30","0","","6","0","0","0","0","0","0","0","0","9","0","0","0","0"
"retailcareersearch.com","2025-11-30","11/30","0","","7","1","0","0","0.17000000178814","0","0","0","0","13","4","0","0","0"
"sanandk.com","2025-11-30","11/30","0","","103","1","1","0","0.014999999664724","0","0","0","0","108","2","1","0","0"
"workgreat.net","2025-11-30","11/30","0","","42","0","0","0","0","0","0","0","0","43","0","0","0","0"
"zombiecareers.com","2025-11-30","11/30","0","","98","8","6","0","0","0","0","0","0","141","9","12","0","0"
"","2025-12-01","12/01","0","","0","0","0","0","688.19450823776","0","0","0","0","0","0","0","0","0"
"ajobtho.com","2025-12-01","12/01","0","","39","1","1","0","0","0","0","0","0","48","1","2","0","0"
"alljobnow.com","2025-12-01","12/01","0","","18","0","1","0","0","0","0","0","0","27","0","1","0","0"
"arzolo.com","2025-12-01","12/01","0","","3","0","0","0","0","0","0","0","0","4","0","0","0","0"
"avossi.com","2025-12-01","12/01","0","","32","2","0","0","0.18999999761581","0","0","0","0","35","2","0","0","0"
"capetownjobsplus.com","2025-12-01","12/01","0","","14","0","0","0","0","0","0","0","0","16","0","0","0","0"
"careerchivy.com","2025-12-01","12/01","0","","161","0","5","0","0","0","0","0","0","195","2","9","0","0"
"careerhumor.net","2025-12-01","12/01","0","","21","0","0","0","0","0","0","0","0","27","0","0","0","0"
"careermermaid.com","2025-12-01","12/01","0","","10","1","1","0","0","0","0","0","0","13","1","2","0","0"
"conclusivecareers.com","2025-12-01","12/01","0","","31","0","0","0","0","0","0","0","0","41","0","0","0","0"
"e.becareeristic.com","2025-12-01","12/01","0","","3","0","0","0","0","0","0","0","0","5","0","0","0","0"
"emails.jobcafes.com","2025-12-01","12/01","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"employermatchonline.com","2025-12-01","12/01","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"employmentalerts.co.uk","2025-12-01","12/01","0","","2","0","0","0","0","0","0","0","0","2","0","0","0","0"
"employmentsea.com","2025-12-01","12/01","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"hobbyjobsau.com","2025-12-01","12/01","0","","3","0","0","0","0","0","0","0","0","3","0","0","0","0"
"horizonjobalert.com","2025-12-01","12/01","0","","4","0","0","0","0","0","0","0","0","9","0","0","0","0"
"jobatron.com","2025-12-01","12/01","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"jobattraction.net","2025-12-01","12/01","0","","3","0","0","0","0","0","0","0","0","5","0","0","0","0"
"jobbuff.com","2025-12-01","12/01","0","","62","0","2","0","0","0","0","0","0","77","0","2","0","0"
"jobcalling.net","2025-12-01","12/01","0","","2","0","0","0","0","0","0","0","0","2","0","0","0","0"
"jobcredit.net","2025-12-01","12/01","0","","20","0","0","0","0","0","0","0","0","20","0","0","0","0"
"jobhuntnow.com","2025-12-01","12/01","0","","6","0","1","0","0","0","0","0","0","7","0","1","0","0"
"jobnarwhal.com","2025-12-01","12/01","0","","63","1","0","0","0","0","0","0","0","76","3","0","0","0"
"jobscentral.co.uk","2025-12-01","12/01","0","","8","0","0","0","0","0","0","0","0","8","0","0","0","0"
"jobseverywhere.net","2025-12-01","12/01","0","","15","0","0","0","0","0","0","0","0","15","0","0","0","0"
"jobsflagcareer.net","2025-12-01","12/01","0","","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"jobsflagger.com","2025-12-01","12/01","0","","4","0","1","0","0","0","0","0","0","4","0","1","0","0"
"jobstorm.net","2025-12-01","12/01","0","","18","0","0","0","0","0","0","0","0","26","0","0","0","0"
"jobstown.net","2025-12-01","12/01","0","","2","0","0","0","0","0","0","0","0","2","0","0","0","0"
"jobupon.com","2025-12-01","12/01","0","","2","0","0","0","0","0","0","0","0","3","0","0","0","0"
"lifeworkbalance.net","2025-12-01","12/01","0","","1","1","0","0","0.0093000000342727","0","0","0","0","1","1","0","0","0"
"localclassifieds-online.com","2025-12-01","12/01","0","","3","0","0","0","0","0","0","0","0","4","0","0","0","0"
"newjobarena.com","2025-12-01","12/01","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"nojoballama.com","2025-12-01","12/01","0","","81","4","1","0","0.11339999828488","0","0","0","0","104","7","2","0","0"
"openingopportunity.net","2025-12-01","12/01","0","","11","0","0","0","0","0","0","0","0","14","0","0","0","0"
"pastimeemployment.com","2025-12-01","12/01","0","","3","0","0","0","0","0","0","0","0","4","1","0","0","0"
"pazazzes.net","2025-12-01","12/01","0","","2","0","0","0","0","0","0","0","0","2","0","0","0","0"
"pijobs.net","2025-12-01","12/01","0","","118","1","2","0","0.15680000185966","0","0","0","0","138","1","4","0","0"
"projectundertaking.net","2025-12-01","12/01","0","","9","0","0","0","0","0","0","0","0","9","0","0","0","0"
"propercareers.com","2025-12-01","12/01","0","","74","0","0","0","0","0","0","0","0","89","0","0","0","0"
"recordsjobs.com","2025-12-01","12/01","0","","9","0","0","0","0","0","0","0","0","11","0","0","0","0"
"retailcareersearch.com","2025-12-01","12/01","0","","30","0","0","0","0","0","0","0","0","32","1","0","0","0"
"sanandk.com","2025-12-01","12/01","0","","69","1","0","0","0","0","0","0","0","82","1","0","0","0"
"zombiecareers.com","2025-12-01","12/01","0","","128","7","8","0","0.041300000622869","0","0","0","0","190","8","16","0","0"
"","2025-12-02","12/02","0","","0","0","0","0","762.82349519432","0","0","0","0","0","0","0","0","0"
"ajobtho.com","2025-12-02","12/02","0","","54","1","0","0","0.18999999761581","0","0","0","0","57","2","0","0","0"
"alljobnow.com","2025-12-02","12/02","0","","21","0","1","0","0","0","0","0","0","24","2","2","0","0"
"arzolo.com","2025-12-02","12/02","0","","1","0","0","0","0","0","0","0","0","2","0","0","0","0"
"avossi.com","2025-12-02","12/02","0","","46","0","1","0","0","0","0","0","0","57","0","2","0","0"
"capetownjobsplus.com","2025-12-02","12/02","0","","33","3","0","0","0.034999999217689","0","0","0","0","42","3","0","0","0"
"careerhumor.net","2025-12-02","12/02","0","","21","0","0","0","0","0","0","0","0","29","0","0","0","0"
"careermermaid.com","2025-12-02","12/02","0","","39","0","0","0","0","0","0","0","0","41","1","0","0","0"
"conclusivecareers.com","2025-12-02","12/02","0","","62","2","1","0","0.050799999386072","0","0","0","0","92","4","2","0","0"
"employmentalerts.co.uk","2025-12-02","12/02","0","","3","0","0","0","0","0","0","0","0","3","0","0","0","0"
"hobbyjobsau.com","2025-12-02","12/02","0","","1","0","0","0","0","0","0","0","0","2","0","0","0","0"
"horizonjobalert.com","2025-12-02","12/02","0","","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"jobatron.com","2025-12-02","12/02","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"jobattraction.net","2025-12-02","12/02","0","","4","0","0","0","0","0","0","0","0","4","0","0","0","0"
"jobauthenticity.net","2025-12-02","12/02","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"jobbuff.com","2025-12-02","12/02","0","","69","0","2","0","0","0","0","0","0","79","0","2","0","0"
"jobcalling.net","2025-12-02","12/02","0","","5","0","0","0","0","0","0","0","0","6","0","0","0","0"
"jobcredit.net","2025-12-02","12/02","0","","3","0","0","0","0","0","0","0","0","3","0","0","0","0"
"jobdrawer.com","2025-12-02","12/02","0","","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"jobhuntnow.com","2025-12-02","12/02","0","","2","0","0","0","0","0","0","0","0","2","0","0","0","0"
"jobnarwhal.com","2025-12-02","12/02","0","","226","1","1","0","0","0","0","0","0","254","2","2","0","0"
"jobscentral.co.uk","2025-12-02","12/02","0","","15","0","2","0","0","0","0","0","0","22","0","6","0","0"
"jobscoutdaily.com","2025-12-02","12/02","0","","3","0","0","0","0","0","0","0","0","3","0","0","0","0"
"jobseverywhere.net","2025-12-02","12/02","0","","15","0","0","0","0","0","0","0","0","16","1","0","0","0"
"jobsflagcareer.net","2025-12-02","12/02","0","","3","0","0","0","0","0","0","0","0","4","0","0","0","0"
"jobsflagger.com","2025-12-02","12/02","0","","21","0","0","0","0","0","0","0","0","24","0","0","0","0"
"jobstorm.net","2025-12-02","12/02","0","","43","0","3","0","0","0","0","0","0","55","0","6","0","0"
"mint19.com","2025-12-02","12/02","0","","1","0","0","0","0","0","0","0","0","4","0","0","0","0"
"nojoballama.com","2025-12-02","12/02","0","","57","4","1","0","0.077099999412894","0","0","0","0","84","7","2","0","0"
"openingopportunity.net","2025-12-02","12/02","0","","9","0","0","0","0","0","0","0","0","12","1","0","0","0"
"pastimeemployment.com","2025-12-02","12/02","0","","10","0","0","0","0","0","0","0","0","11","0","0","0","0"
"pijobs.net","2025-12-02","12/02","0","","106","0","1","0","0","0","0","0","0","126","0","3","0","0"
"projectundertaking.net","2025-12-02","12/02","0","","7","0","0","0","0","0","0","0","0","7","0","0","0","0"
"propercareers.com","2025-12-02","12/02","0","","48","2","2","0","0","0","0","0","0","63","2","5","0","0"
"recordsjobs.com","2025-12-02","12/02","0","","12","0","0","0","0","0","0","0","0","19","0","0","0","0"
"retailcareersearch.com","2025-12-02","12/02","0","","15","0","0","0","0","0","0","0","0","22","0","0","0","0"
"sanandk.com","2025-12-02","12/02","0","","170","0","1","0","0","0","0","0","0","186","3","2","0","0"
"workgreat.net","2025-12-02","12/02","0","","6","0","0","0","0","0","0","0","0","6","0","0","0","0"
"zombiecareers.com","2025-12-02","12/02","0","","158","7","3","0","0.043700000271201","0","0","0","0","229","11","6","0","0"
"","2025-12-03","12/03","0","","0","0","0","0","788.13439467177","0","0","0","0","0","0","0","0","0"
"ajobtho.com","2025-12-03","12/03","0","","49","3","2","0","0.20999999344349","0","0","0","0","64","4","4","0","0"
"alljobnow.com","2025-12-03","12/03","0","","19","1","0","0","0","0","0","0","0","24","2","0","0","0"
"arzolo.com","2025-12-03","12/03","0","","2","0","0","0","0","0","0","0","0","2","0","0","0","0"
"avossi.com","2025-12-03","12/03","0","","19","0","0","0","0","0","0","0","0","21","0","0","0","0"
"capetownjobsplus.com","2025-12-03","12/03","0","","4","0","0","0","0","0","0","0","0","5","0","0","0","0"
"careerchivy.com","2025-12-03","12/03","0","","82","0","17","0","0","0","0","0","0","94","3","26","0","0"
"careerhumor.net","2025-12-03","12/03","0","","11","0","0","0","0","0","0","0","0","16","0","0","0","0"
"careermermaid.com","2025-12-03","12/03","0","","43","1","0","0","0.011599999852479","0","0","0","0","44","1","0","0","0"
